dt,WVHT,DPD,APD,MWD,WTMP
2025-04-23T09:56:00Z,0.7,9,5,90,23.2
2025-04-23T09:26:00Z,0.7,9,4.8,96,23.2
2025-04-23T08:56:00Z,0.7,8,4.9,86,23.2
2025-04-23T08:26:00Z,0.7,9,4.6,83,23.3
2025-04-23T07:56:00Z,0.7,9,4.6,91,23.2
2025-04-23T07:26:00Z,0.7,10,4.5,89,23.3
2025-04-23T06:56:00Z,0.7,9,4.8,90,23.3
2025-04-23T06:26:00Z,0.7,8,4.4,90,23.3
2025-04-23T05:56:00Z,0.8,8,4.5,93,23.3
2025-04-23T05:26:00Z,0.7,8,4.2,93,23.3
2025-04-23T04:56:00Z,0.8,8,4.2,90,23.4
2025-04-23T04:26:00Z,0.7,8,4,96,23.4
2025-04-23T03:56:00Z,0.8,8,3.9,96,23.4
2025-04-23T03:26:00Z,0.8,9,4.2,87,23.4
2025-04-23T02:56:00Z,0.8,7,4,94,23.4
2025-04-23T02:26:00Z,0.7,8,4.2,90,23.4
2025-04-23T01:56:00Z,0.7,9,4.4,91,23.5
2025-04-23T01:26:00Z,0.7,8,4.5,84,23.5
2025-04-23T00:56:00Z,0.7,9,4.7,86,23.6
2025-04-23T00:26:00Z,0.7,8,4.9,93,23.6
2025-04-22T23:56:00Z,0.7,8,4.8,89,23.7
2025-04-22T23:26:00Z,0.7,8,4.9,96,23.7
2025-04-22T22:56:00Z,0.7,8,4.9,90,23.7
2025-04-22T22:26:00Z,0.7,8,5,94,23.8
2025-04-22T21:56:00Z,0.6,8,4.7,100,23.8
2025-04-22T21:26:00Z,0.7,8,5.2,89,23.8
2025-04-22T20:56:00Z,0.7,8,5,93,23.9
2025-04-22T20:26:00Z,0.6,8,5,93,23.9
2025-04-22T19:56:00Z,0.6,8,5.2,87,23.9
2025-04-22T19:26:00Z,0.6,8,5.1,106,23.9
2025-04-22T18:56:00Z,0.6,8,5.3,93,23.8
2025-04-22T18:26:00Z,0.6,8,5.1,97,23.8
2025-04-22T17:56:00Z,0.6,8,5.5,90,23.9
2025-04-22T17:26:00Z,0.6,8,5.2,97,24
2025-04-22T16:56:00Z,0.6,8,5.3,94,23.9
2025-04-22T16:26:00Z,0.6,8,5.2,101,23.8
2025-04-22T15:56:00Z,0.6,7,5,94,23.6
2025-04-22T15:26:00Z,0.7,8,5.3,100,23.5
2025-04-22T14:56:00Z,0.6,8,5,97,23.3
2025-04-22T14:26:00Z,0.7,8,5,93,23.3
2025-04-22T13:56:00Z,0.7,8,5,91,23.2
2025-04-22T13:26:00Z,0.7,8,4.9,89,23.2
2025-04-22T12:56:00Z,0.7,8,4.7,91,23.2
2025-04-22T12:26:00Z,0.7,8,4.5,91,23.2
2025-04-22T11:56:00Z,0.7,8,4.6,96,23.2
2025-04-22T11:26:00Z,0.7,8,4.2,94,23.2
2025-04-22T10:56:00Z,0.7,8,4.5,90,23.1
2025-04-22T10:26:00Z,0.7,8,4.4,91,23.1
2025-04-22T09:56:00Z,0.7,8,4.2,94,23.2
2025-04-22T09:26:00Z,0.7,8,4.2,93,23.1
2025-04-22T08:56:00Z,0.8,8,4.2,90,23.2
2025-04-22T08:26:00Z,0.8,8,4.2,90,23.2
2025-04-22T07:56:00Z,0.8,8,4,94,23.1
2025-04-22T07:26:00Z,0.8,8,3.9,90,23.1
2025-04-22T06:56:00Z,0.8,7,4,96,23.1
2025-04-22T06:26:00Z,0.8,8,4.1,91,23.1
2025-04-22T05:56:00Z,0.9,8,4.1,98,23.1
2025-04-22T05:26:00Z,0.8,8,4,97,23.1
2025-04-22T04:56:00Z,0.8,8,3.9,98,23.1
2025-04-22T04:26:00Z,0.9,8,4.1,98,23.1
2025-04-22T03:56:00Z,0.9,8,3.9,100,23.1
2025-04-22T03:26:00Z,0.9,8,4,96,23.2
2025-04-22T02:56:00Z,0.9,7,4,94,23.2
2025-04-22T02:26:00Z,0.9,8,4.2,96,23.2
2025-04-22T01:56:00Z,0.9,8,4.1,90,23.2
2025-04-22T01:26:00Z,0.9,8,4.2,91,23.2
2025-04-22T00:56:00Z,0.8,8,4.1,97,23.2
2025-04-22T00:26:00Z,0.8,8,4.2,100,23.2
2025-04-21T23:56:00Z,0.8,8,4.2,98,23.2
2025-04-21T22:56:00Z,0.8,8,4.4,104,23.3
2025-04-21T22:26:00Z,0.8,8,4.3,103,23.3
2025-04-21T21:56:00Z,0.8,8,4.5,93,23.3
2025-04-21T21:26:00Z,0.9,8,4.6,97,23.3
2025-04-21T20:56:00Z,0.8,8,4.4,98,23.3
2025-04-21T20:26:00Z,0.8,7,4.3,97,23.4
2025-04-21T19:56:00Z,0.8,8,4.2,100,23.4
2025-04-21T19:26:00Z,0.8,7,4.2,96,23.4
2025-04-21T18:56:00Z,0.9,5,4.2,124,23.4
2025-04-21T18:26:00Z,0.9,8,4.4,103,23.4
2025-04-21T17:56:00Z,0.8,8,4.5,103,23.4
2025-04-21T17:26:00Z,0.9,8,4.5,100,23.4
2025-04-21T16:56:00Z,0.9,8,4.6,96,23.4
2025-04-21T16:26:00Z,0.8,7,4.4,101,23.3
2025-04-21T15:56:00Z,0.9,7,4.5,100,23.3
2025-04-21T15:26:00Z,0.9,8,4.5,103,23.2
2025-04-21T14:56:00Z,0.9,8,4.4,98,23.1
2025-04-21T14:26:00Z,0.9,7,4.3,103,23
2025-04-21T13:56:00Z,0.9,8,4.4,106,23
2025-04-21T13:26:00Z,0.9,8,4.1,101,22.9
2025-04-21T12:56:00Z,0.9,8,4.1,96,22.9
2025-04-21T12:26:00Z,0.9,4,4,132,22.9
2025-04-21T11:56:00Z,0.9,4,4,138,22.9
2025-04-21T11:26:00Z,0.9,4,4,125,22.9
2025-04-21T10:56:00Z,1,8,4,100,22.9
2025-04-21T10:26:00Z,1,7,4.1,104,22.9
2025-04-21T09:56:00Z,1,5,4,122,22.9
2025-04-21T09:26:00Z,1,8,4.1,97,22.9
2025-04-21T08:56:00Z,1,7,4,108,22.9
2025-04-21T08:26:00Z,1,8,4.1,100,22.9
2025-04-21T07:56:00Z,0.9,7,4,108,22.9
2025-04-21T07:26:00Z,0.9,4,4.1,128,22.9
2025-04-21T06:56:00Z,1,5,4.1,114,22.9
2025-04-21T06:26:00Z,0.9,6,4.2,107,22.9
2025-04-21T05:56:00Z,1,5,4.1,115,22.9
2025-04-21T05:26:00Z,1,6,4.2,108,22.9
2025-04-21T04:56:00Z,1,5,4.2,110,22.9
2025-04-21T04:26:00Z,1,7,4.2,106,22.9
2025-04-21T03:56:00Z,1,8,4.1,103,22.9
2025-04-21T03:26:00Z,1,8,4.1,108,22.9
2025-04-21T02:56:00Z,1,8,4.3,103,23
2025-04-21T02:26:00Z,1,8,4.3,104,22.9
2025-04-21T01:56:00Z,1,8,4.3,107,23
2025-04-21T01:26:00Z,1,8,4.3,106,23
2025-04-21T00:56:00Z,1,8,4.4,107,23
2025-04-21T00:26:00Z,0.9,8,4.4,104,23
2025-04-20T23:56:00Z,0.9,5,4.4,115,23
2025-04-20T23:26:00Z,1,8,4.5,101,23
2025-04-20T22:56:00Z,1,8,4.6,104,23.1
2025-04-20T22:26:00Z,1,7,4.7,100,23.1
2025-04-20T21:56:00Z,1,8,4.7,103,23.2
2025-04-20T21:26:00Z,0.9,5,4.5,121,23.1
2025-04-20T20:56:00Z,0.9,5,4.6,111,23.1
2025-04-20T20:26:00Z,1,8,4.7,101,23.3
2025-04-20T19:56:00Z,1,8,4.8,98,23.3
2025-04-20T19:26:00Z,1,6,4.6,104,23.1
2025-04-20T18:56:00Z,1,8,4.7,107,23
2025-04-20T18:26:00Z,1,5,4.5,121,23.1
2025-04-20T17:56:00Z,1,7,4.5,100,23
2025-04-20T17:26:00Z,1.1,4,4.4,124,22.8
2025-04-20T16:56:00Z,1.1,7,4.5,101,22.7
2025-04-20T16:26:00Z,1.1,5,4.2,118,22.6
2025-04-20T15:56:00Z,1.2,7,4.4,103,22.6
2025-04-20T15:26:00Z,1.2,4,4.3,127,22.6
2025-04-20T14:56:00Z,1.2,8,4.2,104,22.5
2025-04-20T14:26:00Z,1.2,8,4.3,96,22.5
2025-04-20T13:56:00Z,1.1,5,4.2,121,22.5
2025-04-20T13:26:00Z,1.2,6,4.4,107,22.4
2025-04-20T12:56:00Z,1.2,7,4.3,101,22.4
2025-04-20T12:26:00Z,1.1,5,4.2,124,22.4
2025-04-20T11:56:00Z,1.2,7,4.4,97,22.4
2025-04-20T11:26:00Z,1.2,8,4.3,96,22.4
2025-04-20T10:56:00Z,1.1,6,4.3,101,22.5
2025-04-20T10:26:00Z,1.1,8,4.3,98,22.5
2025-04-20T09:56:00Z,1.1,8,4.5,106,22.5
2025-04-20T09:26:00Z,1,7,4.4,98,22.5
2025-04-20T08:56:00Z,1,8,4.4,104,22.5
2025-04-20T08:26:00Z,1,8,4.5,103,22.6
2025-04-20T07:56:00Z,1,8,4.5,107,22.6
2025-04-20T07:26:00Z,1,8,4.5,97,22.6
2025-04-20T06:56:00Z,1.1,8,4.5,101,22.5
2025-04-20T06:26:00Z,1,8,4.5,98,22.5
2025-04-20T05:56:00Z,1.1,8,4.8,101,22.5
2025-04-20T05:26:00Z,1,7,4.6,101,22.6
2025-04-20T04:56:00Z,1.1,8,4.8,97,22.6
2025-04-20T04:26:00Z,1.1,7,4.8,96,22.6
2025-04-20T03:56:00Z,1,8,4.4,100,22.6
2025-04-20T03:26:00Z,1.1,7,4.5,100,22.6
2025-04-20T02:56:00Z,1,7,4.5,103,22.6
2025-04-20T02:26:00Z,1,8,4.7,100,22.6
2025-04-20T01:56:00Z,1,7,4.7,98,22.6
2025-04-20T01:26:00Z,1,6,4.7,96,22.6
2025-04-20T00:56:00Z,1.1,6,4.7,97,22.7
2025-04-20T00:26:00Z,1,7,4.5,108,22.7
2025-04-19T23:56:00Z,1,6,4.4,91,22.7
2025-04-19T23:26:00Z,1,7,4.4,100,22.7
2025-04-19T22:56:00Z,1,7,4.4,93,22.8
2025-04-19T22:26:00Z,1,6,4.5,94,22.8
2025-04-19T21:56:00Z,0.9,7,4.4,93,22.9
2025-04-19T21:26:00Z,0.9,7,4.4,96,22.8
2025-04-19T20:56:00Z,0.9,7,4.2,93,22.9
2025-04-19T20:26:00Z,0.8,7,4.2,96,22.8
2025-04-19T19:56:00Z,0.9,6,4.3,89,22.9
2025-04-19T19:26:00Z,0.8,6,4.2,91,22.9
2025-04-19T18:56:00Z,0.8,7,4.3,96,22.9
2025-04-19T18:26:00Z,0.9,7,4.4,98,22.8
2025-04-19T17:56:00Z,0.8,7,4.3,93,22.8
2025-04-19T17:26:00Z,0.8,6,4.3,94,22.7
2025-04-19T16:56:00Z,0.7,6,4.4,90,22.7
2025-04-19T16:26:00Z,0.8,6,4.7,94,22.7
2025-04-19T15:56:00Z,0.8,6,4.6,96,22.6
2025-04-19T15:26:00Z,0.8,6,4.7,94,22.5
2025-04-19T14:56:00Z,0.8,6,4.5,97,22.5
2025-04-19T14:26:00Z,0.9,6,4.7,97,22.4
2025-04-19T13:56:00Z,0.8,6,4.5,101,22.3
2025-04-19T13:26:00Z,0.9,6,4.7,96,22.2
2025-04-19T12:56:00Z,0.8,5,4.4,98,22.2
2025-04-19T12:26:00Z,0.8,6,4.4,90,22.1
2025-04-19T11:56:00Z,0.9,6,4.5,89,22.1
2025-04-19T11:26:00Z,0.8,6,4.2,94,22.1
2025-04-19T10:56:00Z,0.9,6,4.3,100,22.1
2025-04-19T10:26:00Z,0.8,6,4.2,98,22.1
2025-04-19T09:56:00Z,0.9,6,4.2,90,22.2
2025-04-19T09:26:00Z,0.9,6,4.2,97,22.2
2025-04-19T08:56:00Z,0.8,6,4.2,82,22.2
2025-04-19T08:26:00Z,0.9,6,4.1,91,22.2
2025-04-19T07:56:00Z,0.9,5,4.1,97,22.2
2025-04-19T07:26:00Z,0.8,6,4,96,22.2
2025-04-19T06:56:00Z,0.8,6,4,96,22.3
2025-04-19T06:26:00Z,0.9,6,4,91,22.3
2025-04-19T05:56:00Z,0.8,5,4,103,22.3
2025-04-19T05:26:00Z,0.8,5,4,98,22.3
2025-04-19T04:56:00Z,0.9,5,4.1,101,22.3
2025-04-19T04:26:00Z,0.9,6,4,103,22.3
2025-04-19T03:56:00Z,1,6,4,93,22.3
2025-04-19T03:26:00Z,1,5,4,103,22.3
2025-04-19T02:56:00Z,1,5,4,106,22.3
2025-04-19T02:26:00Z,1.1,6,4.1,100,22.3
2025-04-19T01:56:00Z,1.1,5,4.2,100,22.3
2025-04-19T01:26:00Z,1,5,4,97,22.3
2025-04-19T00:56:00Z,1.1,6,4.2,93,22.3
2025-04-19T00:26:00Z,1,5,4.1,90,22.4
2025-04-18T23:56:00Z,1.1,5,4.2,100,22.4
2025-04-18T23:26:00Z,1.1,6,4.2,90,22.4
2025-04-18T22:56:00Z,1,5,4.3,84,22.5
2025-04-18T22:26:00Z,1.1,6,4.5,83,22.5
2025-04-18T21:56:00Z,1,6,4.3,87,22.5
2025-04-18T21:26:00Z,1,5,4.2,86,22.5
2025-04-18T20:56:00Z,0.9,5,4,89,22.5
2025-04-18T20:26:00Z,0.8,4,3.7,87,22.5
2025-04-18T19:56:00Z,0.7,4,3.5,80,22.5
2025-04-18T19:26:00Z,0.6,4,3.4,87,22.6
2025-04-18T18:56:00Z,0.5,4,3.8,87,22.6
2025-04-18T18:26:00Z,0.4,4,4,93,22.8
2025-04-18T17:26:00Z,0.5,4,3.9,90,23
2025-04-18T16:56:00Z,0.5,8,3.9,89,22.9
2025-04-18T16:26:00Z,0.5,4,3.7,98,22.7
2025-04-18T15:56:00Z,0.5,4,3.7,101,22.5
2025-04-18T15:26:00Z,0.5,4,3.6,82,22.3
2025-04-18T14:56:00Z,0.5,7,3.6,72,22.2
2025-04-18T14:26:00Z,0.6,4,3.5,93,22.1
2025-04-18T13:56:00Z,0.6,4,3.6,91,22.1
2025-04-18T13:26:00Z,0.6,4,3.6,87,22
2025-04-18T12:56:00Z,0.6,4,3.5,103,22
2025-04-18T12:26:00Z,0.6,4,3.4,94,22
2025-04-18T11:56:00Z,0.6,4,3.5,103,22
2025-04-18T11:26:00Z,0.6,4,3.5,97,22
2025-04-18T10:56:00Z,0.6,4,3.6,97,21.9
2025-04-18T10:26:00Z,0.7,4,3.7,101,21.9
2025-04-18T09:56:00Z,0.7,4,3.7,87,22
2025-04-18T09:26:00Z,0.7,4,3.5,98,22
2025-04-18T08:56:00Z,0.7,4,3.5,98,22
2025-04-18T08:26:00Z,0.7,4,3.5,90,22
2025-04-18T07:56:00Z,0.7,4,3.5,97,22
2025-04-18T07:26:00Z,0.7,4,3.5,97,22
2025-04-18T06:56:00Z,0.7,4,3.5,97,22
2025-04-18T06:26:00Z,0.7,4,3.4,97,22
2025-04-18T05:56:00Z,0.7,4,3.4,104,22
2025-04-18T05:26:00Z,0.7,3,3.3,97,22
2025-04-18T04:56:00Z,0.7,3,3.3,94,22
2025-04-18T04:26:00Z,0.6,3,3.3,94,22
2025-04-18T03:56:00Z,0.6,3,3.2,93,22.1
2025-04-18T03:26:00Z,0.6,3,3.3,91,22.1
2025-04-18T02:56:00Z,0.6,3,3.3,80,22.1
2025-04-18T02:26:00Z,0.6,3,3.3,66,22.1
2025-04-18T01:56:00Z,0.6,3,3.3,63,22.1
2025-04-18T01:26:00Z,0.6,3,3.4,65,22.1
2025-04-18T00:56:00Z,0.6,3,3.2,59,22.2
2025-04-18T00:26:00Z,0.6,3,3.3,66,22.2
2025-04-17T23:56:00Z,0.6,3,3.3,61,22.2
2025-04-17T22:56:00Z,0.6,6,3.4,55,22.4
2025-04-17T22:26:00Z,0.5,7,3.6,59,22.5
2025-04-17T21:56:00Z,0.5,7,3.6,65,22.7
2025-04-17T21:26:00Z,0.4,6,3.9,62,22.8
2025-04-17T20:56:00Z,0.4,7,4.4,55,22.9
2025-04-17T20:26:00Z,0.4,7,5.1,61,22.9
2025-04-17T19:56:00Z,0.4,7,5.5,58,23
2025-04-17T19:26:00Z,0.4,7,5.5,52,23.2
2025-04-17T18:56:00Z,0.4,7,5.4,58,23.6
2025-04-17T18:26:00Z,0.4,6,5.4,55,23.7
2025-04-17T17:56:00Z,0.4,6,5.3,56,23.9
2025-04-17T17:26:00Z,0.4,7,5.4,55,24.3
2025-04-17T16:56:00Z,0.4,7,5.3,55,23.1
2025-04-17T16:26:00Z,0.4,6,5.4,49,23.1
2025-04-17T15:56:00Z,0.4,6,5.2,51,22.6
2025-04-17T15:26:00Z,0.4,7,5.2,52,22.4
2025-04-17T14:56:00Z,0.4,6,5.2,56,22.3
2025-04-17T14:26:00Z,0.4,5,5.1,39,22.1
2025-04-17T13:56:00Z,0.4,5,4.9,39,22
2025-04-17T13:26:00Z,0.4,5,4.8,37,22
2025-04-17T12:56:00Z,0.4,5,4.6,34,21.9
2025-04-17T12:26:00Z,0.4,6,4.6,52,21.9
2025-04-17T11:56:00Z,0.4,6,4.6,51,21.9
2025-04-17T11:26:00Z,0.4,5,4.4,46,21.9
2025-04-17T10:56:00Z,0.4,4,4.4,31,21.8
2025-04-17T10:26:00Z,0.4,6,4.3,53,21.9
2025-04-17T09:56:00Z,0.4,6,4.4,53,21.9
2025-04-17T09:26:00Z,0.4,6,4.5,56,21.9
2025-04-17T08:56:00Z,0.4,6,4.8,56,21.9
2025-04-17T08:26:00Z,0.5,6,4.8,59,21.9
2025-04-17T07:56:00Z,0.4,5,4.7,27,21.9
2025-04-17T07:26:00Z,0.5,6,4.8,51,21.9
2025-04-17T06:56:00Z,0.5,5,4.7,25,21.9
2025-04-17T06:26:00Z,0.5,5,4.6,24,21.9
2025-04-17T05:56:00Z,0.5,5,4.7,21,21.9
2025-04-17T05:26:00Z,0.5,6,4.6,49,21.9
2025-04-17T04:56:00Z,0.5,5,4.6,27,21.9
2025-04-17T04:26:00Z,0.5,5,4.6,28,21.9
2025-04-17T03:56:00Z,0.5,6,4.5,23,21.9
2025-04-17T03:26:00Z,0.6,6,4.6,35,21.9
2025-04-17T02:56:00Z,0.6,6,4.5,21,21.9
2025-04-17T02:26:00Z,0.6,6,4.5,21,21.9
2025-04-17T01:56:00Z,0.7,6,4.5,30,21.9
2025-04-17T01:26:00Z,0.7,6,4.6,28,21.9
2025-04-17T00:56:00Z,0.7,6,4.5,37,21.9
2025-04-17T00:26:00Z,0.7,5,4.5,23,21.9
2025-04-16T23:56:00Z,0.7,6,4.5,23,22
2025-04-16T23:26:00Z,0.9,6,4.7,24,22
2025-04-16T22:56:00Z,0.9,6,4.6,27,22
2025-04-16T22:26:00Z,0.9,6,4.5,32,22
2025-04-16T21:56:00Z,0.9,6,4.5,23,22.1
2025-04-16T21:26:00Z,0.9,5,4.4,20,22.1
2025-04-16T20:56:00Z,1,6,4.5,17,22.1
2025-04-16T20:26:00Z,0.9,6,4.5,23,22.1
2025-04-16T19:56:00Z,1,6,4.3,16,22.1
2025-04-16T19:26:00Z,1,6,4.3,16,22
2025-04-16T18:56:00Z,1,6,4.3,13,22
2025-04-16T18:26:00Z,1,6,4.2,10,22
2025-04-16T17:56:00Z,1.2,6,4.3,16,22
2025-04-16T17:26:00Z,1.2,6,4.4,17,21.9
2025-04-16T16:56:00Z,1.1,6,4.1,14,21.9
2025-04-16T16:26:00Z,1.2,6,4.1,14,21.9
2025-04-16T15:56:00Z,1.2,6,4.2,14,21.9
2025-04-16T15:26:00Z,1.2,5,4.2,11,21.9
2025-04-16T14:56:00Z,1.2,5,4.2,6,21.9
2025-04-16T14:26:00Z,1.1,5,4.1,6,21.8
2025-04-16T13:56:00Z,1.1,5,4.1,7,21.8
2025-04-16T13:26:00Z,1.2,5,4.1,7,21.8
2025-04-16T12:56:00Z,1.1,5,4,6,21.8
2025-04-16T12:26:00Z,1,5,3.9,8,21.8
2025-04-16T11:56:00Z,0.9,4,3.6,353,21.8
2025-04-16T11:26:00Z,0.8,4,3.5,359,21.8
2025-04-16T10:56:00Z,0.8,4,3.4,356,21.8
2025-04-16T10:26:00Z,0.8,4,3.4,352,21.8
2025-04-16T09:56:00Z,0.8,4,3.4,352,21.8
2025-04-16T09:26:00Z,0.8,5,3.4,0,21.8
2025-04-16T08:56:00Z,0.7,4,3.4,354,21.8
2025-04-16T08:26:00Z,0.6,4,3.3,352,21.8
2025-04-16T07:56:00Z,0.6,4,3.2,345,21.8
2025-04-16T07:26:00Z,0.6,4,3,345,21.8
2025-04-16T06:56:00Z,0.7,4,3.1,332,21.8
2025-04-16T06:26:00Z,0.6,3,2.9,322,21.8
2025-04-16T05:56:00Z,0.5,3,2.7,259,21.9
2025-04-16T05:26:00Z,0.5,3,2.9,245,21.9
2025-04-16T04:56:00Z,0.6,3,2.8,246,21.9
2025-04-16T04:26:00Z,0.6,3,2.9,233,21.9
2025-04-16T03:56:00Z,0.7,3,2.9,235,21.9
2025-04-16T03:26:00Z,0.7,3,2.9,239,22
2025-04-16T02:56:00Z,0.7,3,2.9,231,22
2025-04-16T02:26:00Z,0.6,3,2.9,235,22
2025-04-16T01:56:00Z,0.6,3,2.9,248,22.1
2025-04-16T01:26:00Z,0.6,3,3,235,22.1
2025-04-16T00:56:00Z,0.6,3,2.9,246,22
2025-04-16T00:26:00Z,0.5,3,3,235,22
2025-04-15T23:56:00Z,0.5,3,3.1,235,21.9
2025-04-15T23:26:00Z,0.5,3,3.1,242,21.9
2025-04-15T22:56:00Z,0.5,3,3.1,235,21.9
2025-04-15T22:26:00Z,0.5,3,3.1,225,21.9
2025-04-15T21:56:00Z,0.5,3,3.1,233,21.9
2025-04-15T21:26:00Z,0.5,3,3.1,236,22
2025-04-15T20:56:00Z,0.5,3,3.1,241,21.9
2025-04-15T20:26:00Z,0.5,3,3.1,238,21.9
2025-04-15T19:56:00Z,0.6,3,3,233,21.9
2025-04-15T19:26:00Z,0.5,3,3,233,21.9
2025-04-15T18:56:00Z,0.6,3,3.1,238,21.9
2025-04-15T18:26:00Z,0.6,3,3.1,253,21.9
2025-04-15T17:56:00Z,0.6,3,3.1,239,21.8
2025-04-15T17:26:00Z,0.6,3,3.1,263,21.7
2025-04-15T16:56:00Z,0.6,3,3.1,270,21.7
2025-04-15T16:26:00Z,0.6,3,3.2,260,21.7
2025-04-15T15:56:00Z,0.7,3,3.2,271,21.6
2025-04-15T15:26:00Z,0.7,3,3.2,284,21.6
2025-04-15T14:56:00Z,0.6,3,3.1,269,21.5
2025-04-15T14:26:00Z,0.6,3,3.2,263,21.5
2025-04-15T13:56:00Z,0.6,3,3.3,294,21.5
2025-04-15T13:26:00Z,0.6,3,3.3,288,21.4
2025-04-15T12:56:00Z,0.6,3,3.3,283,21.4
2025-04-15T12:26:00Z,0.6,3,3.3,274,21.4
2025-04-15T11:56:00Z,0.7,3,3.3,267,21.3
2025-04-15T11:26:00Z,0.7,3,3.2,264,21.3
2025-04-15T10:56:00Z,0.7,3,3.3,257,21.3
2025-04-15T10:26:00Z,0.7,3,3.3,256,21.3
2025-04-15T09:56:00Z,0.7,3,3.3,239,21.3
2025-04-15T09:26:00Z,0.7,3,3.3,236,21.3
2025-04-15T08:56:00Z,0.7,5,3.4,153,21.3
2025-04-15T08:26:00Z,0.8,5,3.5,152,21.3
2025-04-15T07:56:00Z,0.8,5,3.6,151,21.3
2025-04-15T07:26:00Z,0.8,4,3.5,152,21.3
2025-04-15T06:56:00Z,0.8,4,3.5,151,21.3
2025-04-15T06:26:00Z,0.8,4,3.5,152,21.3
2025-04-15T05:56:00Z,0.8,4,3.6,162,21.3
2025-04-15T05:26:00Z,0.7,4,3.6,163,21.3
2025-04-15T04:56:00Z,0.7,4,3.6,159,21.3
2025-04-15T04:26:00Z,0.7,4,3.7,165,21.4
2025-04-15T03:56:00Z,0.7,4,3.6,169,21.4
2025-04-15T03:26:00Z,0.7,4,3.4,163,21.4
2025-04-15T02:56:00Z,0.7,10,3.5,62,21.4
2025-04-15T02:26:00Z,0.7,3,3.3,166,21.5
2025-04-15T01:56:00Z,0.6,11,3.4,53,21.5
2025-04-15T01:26:00Z,0.6,10,3.3,63,21.5
2025-04-15T00:56:00Z,0.6,10,3.4,66,21.5
2025-04-15T00:26:00Z,0.6,11,3.5,65,21.5
2025-04-14T23:56:00Z,0.6,8,3.6,76,21.5
2025-04-14T23:26:00Z,0.6,9,3.6,68,21.6
2025-04-14T22:56:00Z,0.6,8,3.5,69,21.6
2025-04-14T22:26:00Z,0.6,10,3.6,65,21.7
2025-04-14T21:56:00Z,0.5,11,3.9,62,21.7
2025-04-14T21:26:00Z,0.5,11,3.9,59,21.8
2025-04-14T20:56:00Z,0.5,10,4.3,61,21.8
2025-04-14T20:26:00Z,0.5,10,4.8,68,21.8
2025-04-14T19:56:00Z,0.4,10,5.2,62,21.7
2025-04-14T19:26:00Z,0.5,11,6.5,65,21.8
2025-04-14T18:56:00Z,0.5,9,6.3,68,21.9
2025-04-14T18:26:00Z,0.5,10,6.5,55,21.9
2025-04-14T17:56:00Z,0.5,11,6.2,63,21.9
2025-04-14T17:26:00Z,0.5,10,6.4,63,21.8
2025-04-14T16:56:00Z,0.5,10,5.5,66,21.5
2025-04-14T16:26:00Z,0.5,10,5.5,66,21.4
2025-04-14T15:56:00Z,0.6,10,5,59,21.3
2025-04-14T15:26:00Z,0.6,11,4.7,53,21.2
2025-04-14T14:56:00Z,0.6,11,4.9,55,21.1
2025-04-14T14:26:00Z,0.6,11,4.6,62,21.1
2025-04-14T13:56:00Z,0.6,11,4.3,52,21.1
2025-04-14T13:26:00Z,0.6,8,4.4,59,21
2025-04-14T12:56:00Z,0.6,10,4.7,63,21
2025-04-14T12:26:00Z,0.6,10,4.6,62,21
2025-04-14T11:56:00Z,0.6,11,4.5,53,21
2025-04-14T11:26:00Z,0.6,8,4.5,56,21
2025-04-14T10:56:00Z,0.7,8,4.4,59,20.9
2025-04-14T10:26:00Z,0.7,8,4.5,69,20.9
2025-04-14T09:56:00Z,0.7,8,4.3,63,20.9
2025-04-14T09:26:00Z,0.7,8,4.2,62,20.9
2025-04-14T08:56:00Z,0.7,8,4.3,61,20.9
2025-04-14T08:26:00Z,0.7,8,4.4,65,20.9
2025-04-14T07:56:00Z,0.6,8,4.4,70,20.9
2025-04-14T07:26:00Z,0.6,8,4.6,70,20.9
2025-04-14T06:56:00Z,0.6,8,4.9,69,20.9
2025-04-14T06:26:00Z,0.6,8,5,62,20.9
2025-04-14T05:56:00Z,0.6,8,5.1,66,21
2025-04-14T05:26:00Z,0.6,8,5.4,70,21
2025-04-14T04:56:00Z,0.6,8,5.2,66,21
2025-04-14T04:26:00Z,0.6,9,5.1,61,21
2025-04-14T03:56:00Z,0.6,9,5.1,58,21.1
2025-04-14T03:26:00Z,0.7,6,5.1,28,21.1
2025-04-14T02:56:00Z,0.7,6,5,30,21.1
2025-04-14T02:26:00Z,0.7,8,5,58,21.1
2025-04-14T01:56:00Z,0.8,9,5,53,21.1
2025-04-14T01:26:00Z,0.8,5,4.9,31,21.1
2025-04-14T00:56:00Z,0.7,6,4.8,35,21.1
2025-04-14T00:26:00Z,0.8,6,5,31,21.2
2025-04-13T23:56:00Z,0.8,8,5,65,21.2
2025-04-13T22:56:00Z,0.7,5,5.1,30,21.2
2025-04-13T22:26:00Z,0.7,8,5.3,62,21.3
2025-04-13T21:56:00Z,0.8,8,5.4,65,21.3
2025-04-13T21:26:00Z,0.7,8,5.2,59,21.3
2025-04-13T20:56:00Z,0.7,8,5.3,68,21.3
2025-04-13T20:26:00Z,0.7,8,4.9,61,21.3
2025-04-13T19:56:00Z,0.7,8,4.7,66,21.4
2025-04-13T19:26:00Z,0.7,8,4.6,61,21.3
2025-04-13T18:56:00Z,0.7,8,4.5,73,21.3
2025-04-13T18:26:00Z,0.7,8,4.4,65,21.3
2025-04-13T17:56:00Z,0.7,8,4.5,61,21.2
